boro,boroname,neighborhood,subboro,ctract,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,2500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,3100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,3300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,3700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,3900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,4300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,4500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,4700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,5100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,5300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,5500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,5700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,5900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,6100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,6300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,6501,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,6502,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,6900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,7100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,7300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,7500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,7700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,7900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,8100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,8300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,8500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,8700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,9100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,9500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,9700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,9900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,10100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,10300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,10500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,10701,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,11100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,11300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,11500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,11700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,11900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,12100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,12301,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,12500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,13500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,13700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,14100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,14300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,14500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,14700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,14900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,15100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,15300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,15500,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,15700,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,15900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,16100,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,16300,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,29900,,,,,,,,,,,,,,,,,,
4,Queens,Astoria,1,31700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,100,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,1900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,16900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,17100,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,17900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18101,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18102,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18300,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18501,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18502,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,18900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,19900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,20500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,21900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,22900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,23500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,24300,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,24500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,24700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,24900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25100,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25301,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25302,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,25900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,26100,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,26300,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,26500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,29300,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,29500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,29700,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,47900,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,48300,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,48500,,,,,,,,,,,,,,,,,,
4,Queens,Sunnyside/Woodside,2,48900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,27300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,27500,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,27700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,27900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,28100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,28300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,28500,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,28700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,28900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,29100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,30902,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,30903,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,30904,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,32700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,32900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,33100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,33700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,33900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,34700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,35100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,35300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,35700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,36100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,36300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,36500,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,36700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,37100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,37300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,37500,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,37700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,37900,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,38100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,40100,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,40300,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,40500,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,40700,,,,,,,,,,,,,,,,,,
4,Queens,Jackson Heights,3,40900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,26700,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,26901,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,26902,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,27100,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,38302,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,39900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,41100,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,41300,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,41500,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,42700,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,43701,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,43702,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,43900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,44301,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,44302,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,45500,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,45700,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,45900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,46100,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,46300,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,46500,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,46700,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,46900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,47100,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,47300,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,47500,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,48100,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,49900,,,,,,,,,,,,,,,,,,
4,Queens,Elmhurst/Corona,4,68300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,49301,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,49302,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,49500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,49700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,50500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,50700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,51100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,51300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,51500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,51700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,52100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,52500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,53100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,53500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,53900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,54500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,54700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,54900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,55100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,55300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,55500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,55700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,55900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,56100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,56500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,56700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,57700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,57900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,58100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,58300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,58500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,58700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,58900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,59100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,59300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,59500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,59900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,60100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,60300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,60701,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,61301,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,61302,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,61900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,62100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,62300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,62500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,62700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,62900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,63301,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,63302,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,63500,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,63700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,63900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,65501,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,65702,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,65703,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,65900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,66100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,66300,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,66501,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,66701,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,66900,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,67100,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,67700,,,,,,,,,,,,,,,,,,
4,Queens,Middle Village/ Ridgewood,5,67900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,64500,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,68700,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,69300,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,69500,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,69701,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,69702,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,70300,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,70700,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,70900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71100,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71303,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71304,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71305,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71306,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71701,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71702,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,71900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,72100,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,72300,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,72900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,73100,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,73700,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,73900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,74100,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,74300,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,74500,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,74700,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,74900,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,75701,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,75702,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,76901,,,,,,,,,,,,,,,,,,
4,Queens,Forest Hills/ Rego Park,6,76902,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,38301,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,79701,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,79702,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,79900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,80301,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,80302,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,83700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,84500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,84900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,85300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,85500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,85700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,85900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,86100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,86300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,86500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,86900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,87100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,88901,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,90700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,91900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,92500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,92900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,93900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,94500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,94700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,97300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,98100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,98700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99701,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99703,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99704,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99705,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,99900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,101700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,102900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,103300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,103900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,104700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,105900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,114100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,114700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,115100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,115500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,115700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,115900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,116100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,116300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,116700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,117100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,117500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,118500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,118700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,118900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,119100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,119300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,119500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,119900,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,120100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,120300,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,120500,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,120700,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,121100,,,,,,,,,,,,,,,,,,
4,Queens,Flushing/Whitestone,7,121500,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,21400,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,22001,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,22002,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,23000,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,23200,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,23600,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,44800,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,45000,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,45200,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,45400,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,45600,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,45800,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,46400,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,46600,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,47200,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,47600,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,47800,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,49200,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,77902,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,77903,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,77904,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,77905,,,,,,,,,,,,,,,,,,
4,Queens,"Hillcrest/
Fresh Meadows",8,77906,,,,,,,,,,,,,,,,,,
